id_mesure,id_temps,id_localisation,id_polluant,id_pays,date_complete,annee,mois,jour,semaine,trimestre,saison,id_station,nom_station,nom_ville,admin_name,nom_pays,eco_iso3,continent,latitude,longitude,population,code_polluant,nom_polluant,categorie,unite,impact_sante,valeur_pollution,PM25_EXPO_WB,GDP_PC_USD,URBAN_PCT,RENEWABLE_PCT,FOSSIL_PCT,POP_TOTAL,PM25_ABOVE_WHO,ELEC_COAL_PCT,CO2_PC
49960,2739,2665,3,3,2023-07-01,2023,7,1,26,3,Été,10582,Omkjøringsvegen,Trondheim,Trøndelag,Norway,NOR,Europe,63.41049100017761,10.44435199994872,212660.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,3.536,,87497.218,83.0719,,0.0,5519601.0,,0.0955,7.5375
49961,1278,2665,2,3,2019-07-01,2019,7,1,27,3,Été,10582,Omkjøringsvegen,Trondheim,Trøndelag,Norway,NOR,Europe,63.41049100017761,10.44435199994872,212660.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,7.074,6.3812,76430.5889,82.4936,59.8,0.0,5347896.0,,0.1208,8.4793
49962,1644,2665,2,3,2020-07-01,2020,7,1,27,3,Été,10582,Omkjøringsvegen,Trondheim,Trøndelag,Norway,NOR,Europe,63.41049100017761,10.44435199994872,212660.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,8.679,6.0559,68340.0181,82.703,60.9,0.0,5379475.0,,0.1173,8.1249
49963,2009,2665,2,3,2021-07-01,2021,7,1,26,3,Été,10582,Omkjøringsvegen,Trondheim,Trøndelag,Norway,NOR,Europe,63.41049100017761,10.44435199994872,212660.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,9.285,,93072.8925,82.8613,61.4,0.0,5408320.0,,0.1216,8.2147
49964,2374,2665,2,3,2022-07-01,2022,7,1,26,3,Été,10582,Omkjøringsvegen,Trondheim,Trøndelag,Norway,NOR,Europe,63.41049100017761,10.44435199994872,212660.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,6.837,,109269.5206,82.9564,,0.0,5457127.0,,0.1077,7.9799
49965,2739,2665,2,3,2023-07-01,2023,7,1,26,3,Été,10582,Omkjøringsvegen,Trondheim,Trøndelag,Norway,NOR,Europe,63.41049100017761,10.44435199994872,212660.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,8.131,,87497.218,83.0719,,0.0,5519601.0,,0.0955,7.5375
49966,1278,2665,1,3,2019-07-01,2019,7,1,27,3,Été,10582,Omkjøringsvegen,Trondheim,Trøndelag,Norway,NOR,Europe,63.41049100017761,10.44435199994872,212660.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,6.848,6.3812,76430.5889,82.4936,59.8,0.0,5347896.0,,0.1208,8.4793
49967,1644,2665,1,3,2020-07-01,2020,7,1,27,3,Été,10582,Omkjøringsvegen,Trondheim,Trøndelag,Norway,NOR,Europe,63.41049100017761,10.44435199994872,212660.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,6.748,6.0559,68340.0181,82.703,60.9,0.0,5379475.0,,0.1173,8.1249
49968,2009,2665,1,3,2021-07-01,2021,7,1,26,3,Été,10582,Omkjøringsvegen,Trondheim,Trøndelag,Norway,NOR,Europe,63.41049100017761,10.44435199994872,212660.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,6.101,,93072.8925,82.8613,61.4,0.0,5408320.0,,0.1216,8.2147
49969,2374,2665,1,3,2022-07-01,2022,7,1,26,3,Été,10582,Omkjøringsvegen,Trondheim,Trøndelag,Norway,NOR,Europe,63.41049100017761,10.44435199994872,212660.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,7.276,,109269.5206,82.9564,,0.0,5457127.0,,0.1077,7.9799
49970,2739,2665,1,3,2023-07-01,2023,7,1,26,3,Été,10582,Omkjøringsvegen,Trondheim,Trøndelag,Norway,NOR,Europe,63.41049100017761,10.44435199994872,212660.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,7.768,,87497.218,83.0719,,0.0,5519601.0,,0.0955,7.5375
49971,183,2666,3,3,2016-07-01,2016,7,1,26,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,4.091,6.2306,70867.361,81.68,57.7,0.0,5234519.0,2.0343,0.098,9.0498
49972,548,2666,3,3,2017-07-01,2017,7,1,26,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,3.859,6.5216,76131.8384,81.97,58.9,0.0,5276968.0,2.0438,0.1244,8.984
49973,913,2666,3,3,2018-07-01,2018,7,1,26,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,3.638,6.6961,82792.8427,82.2452,58.9,0.0,5311916.0,,0.121,8.7803
49974,1278,2666,3,3,2019-07-01,2019,7,1,27,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,2.871,6.3812,76430.5889,82.4936,59.8,0.0,5347896.0,,0.1208,8.4793
49975,1644,2666,3,3,2020-07-01,2020,7,1,27,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,2.68,6.0559,68340.0181,82.703,60.9,0.0,5379475.0,,0.1173,8.1249
49976,2009,2666,3,3,2021-07-01,2021,7,1,26,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,2.774,,93072.8925,82.8613,61.4,0.0,5408320.0,,0.1216,8.2147
49977,2374,2666,3,3,2022-07-01,2022,7,1,26,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,3.432,,109269.5206,82.9564,,0.0,5457127.0,,0.1077,7.9799
49978,2739,2666,3,3,2023-07-01,2023,7,1,26,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,3.151,,87497.218,83.0719,,0.0,5519601.0,,0.0955,7.5375
49979,183,2666,2,3,2016-07-01,2016,7,1,26,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,10.865,6.2306,70867.361,81.68,57.7,0.0,5234519.0,2.0343,0.098,9.0498
49980,548,2666,2,3,2017-07-01,2017,7,1,26,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,5.437,6.5216,76131.8384,81.97,58.9,0.0,5276968.0,2.0438,0.1244,8.984
49981,913,2666,2,3,2018-07-01,2018,7,1,26,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,8.632,6.6961,82792.8427,82.2452,58.9,0.0,5311916.0,,0.121,8.7803
49982,1278,2666,2,3,2019-07-01,2019,7,1,27,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,8.999,6.3812,76430.5889,82.4936,59.8,0.0,5347896.0,,0.1208,8.4793
49983,1644,2666,2,3,2020-07-01,2020,7,1,27,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,9.145,6.0559,68340.0181,82.703,60.9,0.0,5379475.0,,0.1173,8.1249
49984,2009,2666,2,3,2021-07-01,2021,7,1,26,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,8.1,,93072.8925,82.8613,61.4,0.0,5408320.0,,0.1216,8.2147
49985,2374,2666,2,3,2022-07-01,2022,7,1,26,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,8.227,,109269.5206,82.9564,,0.0,5457127.0,,0.1077,7.9799
49986,2739,2666,2,3,2023-07-01,2023,7,1,26,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,7.873,,87497.218,83.0719,,0.0,5519601.0,,0.0955,7.5375
49987,183,2666,1,3,2016-07-01,2016,7,1,26,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,7.249,6.2306,70867.361,81.68,57.7,0.0,5234519.0,2.0343,0.098,9.0498
49988,548,2666,1,3,2017-07-01,2017,7,1,26,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,6.681,6.5216,76131.8384,81.97,58.9,0.0,5276968.0,2.0438,0.1244,8.984
49989,913,2666,1,3,2018-07-01,2018,7,1,26,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,8.695,6.6961,82792.8427,82.2452,58.9,0.0,5311916.0,,0.121,8.7803
49990,1278,2666,1,3,2019-07-01,2019,7,1,27,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,7.063,6.3812,76430.5889,82.4936,59.8,0.0,5347896.0,,0.1208,8.4793
49991,1644,2666,1,3,2020-07-01,2020,7,1,27,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,6.384,6.0559,68340.0181,82.703,60.9,0.0,5379475.0,,0.1173,8.1249
49992,2009,2666,1,3,2021-07-01,2021,7,1,26,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,5.425,,93072.8925,82.8613,61.4,0.0,5408320.0,,0.1216,8.2147
49993,2374,2666,1,3,2022-07-01,2022,7,1,26,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,5.692,,109269.5206,82.9564,,0.0,5457127.0,,0.1077,7.9799
49994,2739,2666,1,3,2023-07-01,2023,7,1,26,3,Été,10591,Nygaardsgata,Fredrikstad,Viken,Norway,NOR,Europe,59.21019099990093,10.9400970002783,63610.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,7.236,,87497.218,83.0719,,0.0,5519601.0,,0.0955,7.5375
49995,2374,2667,3,3,2022-07-01,2022,7,1,26,3,Été,10592,Knarrdalstranda,Porsgrunn,Vestfold og Telemark,Norway,NOR,Europe,59.13353999993064,9.6219000003252,37056.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,2.07,,109269.5206,82.9564,,0.0,5457127.0,,0.1077,7.9799
49996,2739,2667,3,3,2023-07-01,2023,7,1,26,3,Été,10592,Knarrdalstranda,Porsgrunn,Vestfold og Telemark,Norway,NOR,Europe,59.13353999993064,9.6219000003252,37056.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,3.273,,87497.218,83.0719,,0.0,5519601.0,,0.0955,7.5375
49997,2374,2667,2,3,2022-07-01,2022,7,1,26,3,Été,10592,Knarrdalstranda,Porsgrunn,Vestfold og Telemark,Norway,NOR,Europe,59.13353999993064,9.6219000003252,37056.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,7.771,,109269.5206,82.9564,,0.0,5457127.0,,0.1077,7.9799
49998,2739,2667,2,3,2023-07-01,2023,7,1,26,3,Été,10592,Knarrdalstranda,Porsgrunn,Vestfold og Telemark,Norway,NOR,Europe,59.13353999993064,9.6219000003252,37056.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,8.245,,87497.218,83.0719,,0.0,5519601.0,,0.0955,7.5375
49999,2374,2667,1,3,2022-07-01,2022,7,1,26,3,Été,10592,Knarrdalstranda,Porsgrunn,Vestfold og Telemark,Norway,NOR,Europe,59.13353999993064,9.6219000003252,37056.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,6.239,,109269.5206,82.9564,,0.0,5457127.0,,0.1077,7.9799
50000,2739,2667,1,3,2023-07-01,2023,7,1,26,3,Été,10592,Knarrdalstranda,Porsgrunn,Vestfold og Telemark,Norway,NOR,Europe,59.13353999993064,9.6219000003252,37056.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,7.241,,87497.218,83.0719,,0.0,5519601.0,,0.0955,7.5375
50001,183,2668,3,3,2016-07-01,2016,7,1,26,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,3.795,6.2306,70867.361,81.68,57.7,0.0,5234519.0,2.0343,0.098,9.0498
50002,548,2668,3,3,2017-07-01,2017,7,1,26,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,3.65,6.5216,76131.8384,81.97,58.9,0.0,5276968.0,2.0438,0.1244,8.984
50003,913,2668,3,3,2018-07-01,2018,7,1,26,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,4.148,6.6961,82792.8427,82.2452,58.9,0.0,5311916.0,,0.121,8.7803
50004,1278,2668,3,3,2019-07-01,2019,7,1,27,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,4.397,6.3812,76430.5889,82.4936,59.8,0.0,5347896.0,,0.1208,8.4793
50005,1644,2668,3,3,2020-07-01,2020,7,1,27,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,3.761,6.0559,68340.0181,82.703,60.9,0.0,5379475.0,,0.1173,8.1249
50006,2009,2668,3,3,2021-07-01,2021,7,1,26,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,3.864,,93072.8925,82.8613,61.4,0.0,5408320.0,,0.1216,8.2147
50007,2374,2668,3,3,2022-07-01,2022,7,1,26,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,3.192,,109269.5206,82.9564,,0.0,5457127.0,,0.1077,7.9799
50008,2739,2668,3,3,2023-07-01,2023,7,1,26,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,3.306,,87497.218,83.0719,,0.0,5519601.0,,0.0955,7.5375
50009,183,2668,2,3,2016-07-01,2016,7,1,26,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,10.81,6.2306,70867.361,81.68,57.7,0.0,5234519.0,2.0343,0.098,9.0498
50010,548,2668,2,3,2017-07-01,2017,7,1,26,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,9.398,6.5216,76131.8384,81.97,58.9,0.0,5276968.0,2.0438,0.1244,8.984
50011,913,2668,2,3,2018-07-01,2018,7,1,26,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,8.269,6.6961,82792.8427,82.2452,58.9,0.0,5311916.0,,0.121,8.7803
50012,1278,2668,2,3,2019-07-01,2019,7,1,27,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,8.491,6.3812,76430.5889,82.4936,59.8,0.0,5347896.0,,0.1208,8.4793
50013,1644,2668,2,3,2020-07-01,2020,7,1,27,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,9.314,6.0559,68340.0181,82.703,60.9,0.0,5379475.0,,0.1173,8.1249
50014,2009,2668,2,3,2021-07-01,2021,7,1,26,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,9.27,,93072.8925,82.8613,61.4,0.0,5408320.0,,0.1216,8.2147
50015,2374,2668,2,3,2022-07-01,2022,7,1,26,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,6.815,,109269.5206,82.9564,,0.0,5457127.0,,0.1077,7.9799
50016,2739,2668,2,3,2023-07-01,2023,7,1,26,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,8.087,,87497.218,83.0719,,0.0,5519601.0,,0.0955,7.5375
50017,183,2668,1,3,2016-07-01,2016,7,1,26,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,6.792,6.2306,70867.361,81.68,57.7,0.0,5234519.0,2.0343,0.098,9.0498
50018,548,2668,1,3,2017-07-01,2017,7,1,26,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,6.634,6.5216,76131.8384,81.97,58.9,0.0,5276968.0,2.0438,0.1244,8.984
50019,913,2668,1,3,2018-07-01,2018,7,1,26,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,7.917,6.6961,82792.8427,82.2452,58.9,0.0,5311916.0,,0.121,8.7803
50020,1278,2668,1,3,2019-07-01,2019,7,1,27,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,6.268,6.3812,76430.5889,82.4936,59.8,0.0,5347896.0,,0.1208,8.4793
50021,1644,2668,1,3,2020-07-01,2020,7,1,27,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,5.665,6.0559,68340.0181,82.703,60.9,0.0,5379475.0,,0.1173,8.1249
50022,2009,2668,1,3,2021-07-01,2021,7,1,26,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,5.354,,93072.8925,82.8613,61.4,0.0,5408320.0,,0.1216,8.2147
50023,2374,2668,1,3,2022-07-01,2022,7,1,26,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,5.843,,109269.5206,82.9564,,0.0,5457127.0,,0.1077,7.9799
50024,2739,2668,1,3,2023-07-01,2023,7,1,26,3,Été,10607,Stener Heyerdahl,Kristiansand,Agder,Norway,NOR,Europe,58.14888000009709,7.991829999942439,64057.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,5.249,,87497.218,83.0719,,0.0,5519601.0,,0.0955,7.5375
50025,2374,2669,3,3,2022-07-01,2022,7,1,26,3,Été,10608,E6 Alna senter,Oslo,Oslo,Norway,NOR,Europe,59.925559999963816,10.850367000358071,709037.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,2.872,,109269.5206,82.9564,,0.0,5457127.0,,0.1077,7.9799
50026,2739,2669,3,3,2023-07-01,2023,7,1,26,3,Été,10608,E6 Alna senter,Oslo,Oslo,Norway,NOR,Europe,59.925559999963816,10.850367000358071,709037.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,2.812,,87497.218,83.0719,,0.0,5519601.0,,0.0955,7.5375
50027,2374,2669,2,3,2022-07-01,2022,7,1,26,3,Été,10608,E6 Alna senter,Oslo,Oslo,Norway,NOR,Europe,59.925559999963816,10.850367000358071,709037.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,6.828,,109269.5206,82.9564,,0.0,5457127.0,,0.1077,7.9799
50028,2739,2669,2,3,2023-07-01,2023,7,1,26,3,Été,10608,E6 Alna senter,Oslo,Oslo,Norway,NOR,Europe,59.925559999963816,10.850367000358071,709037.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,6.795,,87497.218,83.0719,,0.0,5519601.0,,0.0955,7.5375
50029,2374,2669,1,3,2022-07-01,2022,7,1,26,3,Été,10608,E6 Alna senter,Oslo,Oslo,Norway,NOR,Europe,59.925559999963816,10.850367000358071,709037.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,6.359,,109269.5206,82.9564,,0.0,5457127.0,,0.1077,7.9799
